src,dst,port,proto,State,label,class,modelsize
147.32.84.170,169.237.6.141,80.0,tcp,89.Z.,Normal-Stribrek,normal,5
147.32.84.170,184.72.106.140,80.0,tcp,"88.y.Y.Y.Y.Y.Y.y.H.Y.H.Y.y.Y.Y.Y.y.y.y.Y.Y.y.y.y.Y.y.y.y.Y,Y.Y.Y.Y,Y.Y+Y.Y.H.y.Z.W,W.y.w.h.Y,y,Y.Y,Y.W.y.y.y.W,W.w.F.Y+Z.y.Y,Y*Y.Y,Y,Y.Y,Y*Y.Y.Y.y.y.H.H.H.h.h.h.H.y.h.h.H.H.h.h.H.h.h.H.Y,Y*Y.y.Y,Y.",Normal-Stribrek,normal,197
147.32.84.170,194.213.62.45,80.0,tcp,"76,W.w.",Normal-Stribrek,normal,7
147.32.84.170,194.213.62.46,80.0,tcp,"88.W,W.w.",Normal-Stribrek,normal,9
147.32.84.170,195.113.232.82,80.0,tcp,"66.F.Z,W.W.W.w.W,W.W.W.",Normal-Stribrek,normal,23
147.32.84.170,195.113.232.89,80.0,tcp,"66.W,W.f.F.",Normal-Stribrek,normal,11
147.32.84.170,195.113.232.97,80.0,tcp,"990W.W,W.W,W.Z+",Normal-Stribrek,normal,15
147.32.84.170,195.24.233.55,80.0,tcp,"88,h,h,h,h,h,h,h,h,h,h,i,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y+y,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,",Normal-Stribrek,normal,993
147.32.84.170,2.21.101.115,80.0,tcp,"990W,w,w,",Normal-Stribrek,normal,9
147.32.84.170,2.21.108.20,80.0,tcp,"960W.Z,Z.Z.x.W,w,",Normal-Stribrek,normal,17
147.32.84.170,2.21.92.124,80.0,tcp,"88.W.Z.w.Z,W.W.W,W.w.W,W.W,W.f.",Normal-Stribrek,normal,31
147.32.84.170,206.19.49.135,80.0,tcp,99.z.I.z.I.,Normal-Stribrek,normal,11
147.32.84.170,209.85.148.103,443.0,tcp,99.Z.z.z.z.Z*I*Z.I.i.z.z.Z00Z.Z.Z.Z.I.,Normal-Stribrek,normal,38
147.32.84.170,209.85.148.103,80.0,tcp,"44,u+D+U,u+U,U,D,u,U+u,U+u,u+u,u,d,u,U+U,u,u+u,u,u+u,u+D+u,u+U,u,u,u,u,U,D+u,U+U,u,u,d,u,u,u+D+u,u,U,U+u,u,u+u,u,u,u,d,u,U,u,u,d,u,u+u,u,Z,U+u,u+D,U,d,U+u+D+Z,D,u,W.W,u,D,u,u+d,u,u+U,U+u,u,u,U,d,u,u+u,z,D,u+U,u,d,z,W.F.f.f.F.U+U,u,u,d,d,u,d,d,u,u,u,u,U+U,u,u+u,u,u,u,D,u+u,u,u,d,d,d,u+D+u,u,d,u+u+u+U,u,U+U,u,u+u,u,u,u+D+u,U+u+u+U,U,D,u,u,u,u,u+U,u,u+u,u+u,u,d,u+U*u+U,d,u,u+D+d+u,u+U,U+u,u,u+D,u+u+u,u,u+u+U,u,u,u+u,u,u,u,u+u,u,u,U+u,u+u,u,u,u+u,u,U+u,u,U+u+u+u,u+U,d,u+u,D,D,u+D+u,u+u,u,U+u,u+U,u,u,u,u,u,u,d,u,u+u,u,u,u,U+u,u,U,u,u+U,u,u+u,u+u,d,u,",Normal-Stribrek,normal,551
147.32.84.170,209.85.148.104,443.0,tcp,99.z.I.I.i.Z*Z.Z.Z.Z.Z.Z*Z.I.I.I.I.Z*z*Z.Z.Z.z.z.,Normal-Stribrek,normal,49
147.32.84.170,209.85.148.104,80.0,tcp,"44+u,u,D,u,u+D+D+U,d,u,u+u,u,U,U*U,U+u,u+u,u+u,u+U,U+U,U+U,U+d+u,U+D+u,D,u+U,U+u,u,u,u+u,u,u,u,D,u+D+u,u+u,y,Y.z.Y.y,Y.Z.U+u,d,u,u,U+u,u,u,d,u,u+u,u+u,d,U+D+d+D+u+u*U,u,u,z,W.W.w.f.F.U+u+u,u+u,u,u,u,u,d,U+u+U,u,u+u,d,u+U,U+D+D+u,u,U*U+u,u,u,u+U,u,u+u,u+d+U,U+u,u,u+U,u+u,u,d,u,u+u,u+u,d,u,u,u+u,u,U+u,u+U,u,u,u,u,u,U*U,U,U,U+u,d,D+U,U+u+U,U+u+U,u+u,d,u,u+U,U+U,u,u,u+u+d+U,U+u,u,u,U+d+d+D+u,U,U+D+u+u+D+D+U,u,u+u+u+U,U+D+u+U,d,U,u,U+u,U+U,u,u,D,u+u+d+D+u,u+U,U,u+",Normal-Stribrek,normal,463
147.32.84.170,209.85.148.105,443.0,tcp,"99.z.z.z.z.Y,Y.h.Y+Y.y.Y+Y.H.Y+Y.h.Y+Y.y.Y+Y.y.Z+Z.z.Z.Z.z.Y,Y.H.Y+Y.y.Y+Y.G.Y.Y+Y.y.Y+Y.y.Y+Y.y.Y+Y.H.Y+Y.H.Y*Y.H.Y+Y.H.Y+Y.h.Y+Y.h.Z+Z.z.z.I.I.Y,Y.H.Y+Y.y.Y+Y.y.X*h+Y.y.Y+Y.h.Y+Y.y.Y+Y.H.Y+Y.h.Y+Y.y.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.y.Y*Y.H.Y+Y.h.Y+Y.y.Y+Y.y.Y+Y.H.Z+Z.Z.z.z.Z.Y,Y.H.Y+Y.H.Y+Y.h.Y+Y.y.Z+y+Y.H.Y+Y.H.Y+Y.y.Y+Y.y.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.",Normal-Stribrek,normal,347
147.32.84.170,209.85.148.105,80.0,tcp,"44+U,d,d,U+u+d,u,u,U+u,u+u+u+u+u,u,U,u,u+u,u,u,u,U+u+d+u,d,u,d,u,u,U*U,u,U+u+U,u,u+Z.U+D+u,u+u,u,u,U+u+U,d,U+u,u+d+D+U,u,d,u+u,u,U+U,U,u+u,z+Z.Z.Z.w.I.U,w,W.f.F.f.U.U,u,d,u+u+U,u,u,u,U*U,u,u,d,u+U,u,u+u,u,u,u+D+u,u,u,U*U,u,d,U+D+u+u+U,d,u,D,D+U,U+u,u+U,u,u,U+u+U,U+d+u+u+u,D,u,d,u,u+u,d,D,u+u+u,U+U,U+D+u,u,U*u+d+u,d+U,d,U+U,d,u,u+u,U+u,d+u,U+u+u,u+u,u,u+U,U+u,u,u,u,U+u+u+u+u,u+u+d+d+U,U+u+u,u+u,u,d,u,u,u,u,U+U,d,d,U+u+u,u,u,u,u,u,u,u,u+u,u,d,d,u,u,d,u,u,u,U+u+U,U+u,u+d+U,U,u+D+U,u,u,d,u,U,D+u+U,d,u,u+D+u,",Normal-Stribrek,normal,509
147.32.84.170,209.85.148.106,443.0,tcp,"88.H.Y+Y.h.Y+Y.H.Y+Y.h.Z+Z.Z.z.z.Z.Y,Y.h.Y+Y.H.Y+Y.H.X+h+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.Y.y.Y+Y.h.Y+Y.y.Y+Y.y.Y+Y.H.Y+Y.y.Z+y+Y.y.Y+Y.Y.Y+Y.y.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.H.Y+Y.h.X+h+Y.H.Y+Y.y.Z+Z.z.Z.Z.Z.Y,Y.H.Z+Y,Y.y.Y+Y.H.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.H.Y+Y.H.Y+Y.y.Y+Y.H.Y+Y.h.Y+Y.y.Z+Z.I.I.I.z.Y,Y.H.Y+Y.H.Y+Y.h.Y+Y.h.",Normal-Stribrek,normal,333
147.32.84.170,209.85.148.106,80.0,tcp,"44,u,u,u,u+u,u+u,u+d,u,d,u+d,D+u+U,d,u,d,u+u,u,u,u,u,u,U,u,d,u,U+U,u+D+u,z,U+U,u+D+u,u,u,u,U+u+u,d,u+D+w+Z.W.w.w.F.U+u,u,u,D,d,u+u,u+D+u,u+U,u,u,U+u,u+D+u,u,u,u+U,U+U,U+u,U+u+u,u,u,u,d,u,u+U,d,d,U+u+D+u+u,d,u+u+u+U,u,u+u,u,U+u,u+U,u,u,u,u+u,u,U+D+U,d,d,U+u,u+u,U,u,u,u,u+u+U,u,u+u,U,u,u,u,d,u,u,u,d,U+u,u,u+D,u+u+U,U+U,d,u,u,u,u+u+u*u+D+U,U+U,U+U,u,U+U,u,u,u,u,u,U+U,u,u,U+U,u,d,U+U,u,U+U,u,u,u,u+D+U,u,d,u+u+u+d+U,u,u,d,d,U+u,u+U,U+U,d,U+u,u,u,U+u,d,u+d+u,u+d,u+u,D,U+U,d,u,U+U,U+D+D+u+U,U+u+U,u+u,u,U,u,U+u+u+u,U+U,u,",Normal-Stribrek,normal,519
147.32.84.170,209.85.148.147,443.0,tcp,99.Z.Z.Z.z.,Normal-Stribrek,normal,11
147.32.84.170,209.85.148.147,80.0,tcp,"44+U,d,U+D+u,u+u,u+d+u,u+u+U,U+d+D+u,u+u,u,U+u,D,w+Z.w.F.U,u+u,u,u,u,u,u+u+u,u,u,u,u,u,U+u+D+U,u+u+U,U+u,U*U,U*U+u+u+U,u,D+d+U,d,d,U+D,U,u,u,D,u,d,u+u,u,u+u+u,u,u,u,u,U+u+D+d+u+u,d,d,d,U+u+u+u+u+d,D,u+u,u,u,U+U,U+u+D+U,U+U,u,u,u,U+u,u+u,U+u,u+u+u+U,u,U+u+U,U+u+U*U,u,u+u+D+u+D+U,u,u,d,U+u,D,u+U,U,u+u,u,u,u+u,u+u,u,U+U,u,u,u,u,u+u+U,u,u+u,u,d,u,D,u,u+u+u+d+d+u,u,u,u,U+u,u,u,u,u,u,u,u,u,d,d,u,u,u+U,U+u,u,u+D+u,u+u,u+u+u,d,u,d,U,u,u,u,U+u*U,u,U+d+U,u,u,u+u,u+u,U+u,U,u,D,u+",Normal-Stribrek,normal,473
147.32.84.170,209.85.148.99,443.0,tcp,990Z.z.I.I.I.Z*,Normal-Stribrek,normal,15
147.32.84.170,209.85.148.99,80.0,tcp,"44,u,d,u+u,U+U,u,u+U,U+U,u,u,u+U,d,U+U,u,U+u+U,d,u,u,U+U,U+u,u+u,u+u,u,U+u,u,u,U+u,u,u,U+u+U,u,u,u,U,u,U+U,U+u,u+u,u+u,u,u,u,d,d,U,D,u,u,u,D+D+u+U,u,u+D+u,U,d,d,u,u,d,u,u,U+w,W.w.w.w.U+u,u,u,u,u,U+u+U,u+D+u,u+z,U,u,d,u,u,U+u,u,U+u+u,u,u,d,u,u+U,u,U+u+U,u+u,u,u,U+u+u+u,u+U,u,u,u,U+U,u+D+u,U+u,u,u,u,u,u,u,u,u,u,u,U+U,U+U,u,u,u,u+U,u,d,u,U+u*U,u,U+U,d,U+u,u,u,u,u+u+u+D+D,U,U+U,u,u,u,U+u,u+u,U+U,u+u+u,u+U,u,u,u+u,d,u,d,u,u,u,d,u,u,d,u,u,u,u+u+U,u,u,u,u,U+U,u,u,u,u+U,u,d,U+u,D,u,u,d,u,u+u,u,u+u,u+U,u,u,U+u+U,U,d,u+U,u,d,U+u,U+u+U,u,u,u,d,U+u+",Normal-Stribrek,normal,543
147.32.84.170,209.85.149.132,443.0,tcp,99*Z.i.z.z.z.Z*Z.Z.Z.Z.,Normal-Stribrek,normal,23
147.32.84.170,209.85.149.139,80.0,tcp,99*z0z0,Normal-Stribrek,normal,7
147.32.84.170,50.17.203.200,81.0,tcp,990i0h*,Normal-Stribrek,normal,7
147.32.84.170,69.63.190.22,80.0,tcp,99.Z.Z.,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.192,443.0,tcp,99.I.z.Z.Z.Z*z*,Normal-Stribrek,normal,15
147.32.84.170,74.125.232.193,443.0,tcp,990z*I*,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.194,443.0,tcp,990z*z0,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.197,80.0,tcp,96*W.Z*,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.198,443.0,tcp,69*Z000,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.200,80.0,tcp,990z*,Normal-Stribrek,normal,5
147.32.84.170,74.125.232.202,443.0,tcp,9900z0,Normal-Stribrek,normal,6
147.32.84.170,74.125.232.202,80.0,tcp,"96*W.w.W,W.",Normal-Stribrek,normal,11
147.32.84.170,74.125.232.203,443.0,tcp,99*Z0I0,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.203,80.0,tcp,"97,W.X*Z.",Normal-Stribrek,normal,9
147.32.84.170,74.125.232.204,443.0,tcp,9900Z.i.Z.z.Z.Z0Z*,Normal-Stribrek,normal,18
147.32.84.170,74.125.232.205,443.0,tcp,99*z*,Normal-Stribrek,normal,5
147.32.84.170,74.125.232.205,80.0,tcp,990z*I*i*,Normal-Stribrek,normal,9
147.32.84.170,74.125.232.206,443.0,tcp,99*i*z0,Normal-Stribrek,normal,7
147.32.84.170,74.125.232.206,80.0,tcp,990W.,Normal-Stribrek,normal,5
147.32.84.170,74.125.232.207,80.0,tcp,"98*X.X.y.y.x.X.H.X.Y.Y,Z.Z00",Normal-Stribrek,normal,28
147.32.84.170,74.125.232.213,443.0,tcp,"99*Z+z+z*z+Z*Z+z+I+Z*Z+z+Z*Z+z*z*z+I+z*Z+Z*Z+Z,Z*i*Z+",Normal-Stribrek,normal,53
147.32.84.170,74.125.232.214,443.0,tcp,"99+z*z*z*z*z*i+z+z*z*z*Z0Z,z+z+z*Z+z*z+z*Z+",Normal-Stribrek,normal,43
147.32.84.170,74.125.232.215,443.0,tcp,"99*z+z*Z*z*z*Z,Z+Z*Z+I+z*z*z*z+I*z*z+I+Z*Z,Z+",Normal-Stribrek,normal,45
147.32.84.170,74.125.232.216,443.0,tcp,"99*Z+z+z*Z,Z*i*z+z*z*z+z*z+z+Z*Z+i+z+z*z+z+Z*z*z*Z+Z*z*",Normal-Stribrek,normal,55
147.32.84.170,74.125.232.223,443.0,tcp,99.I.I.I.Z*Z.z.Y*Z.i.,Normal-Stribrek,normal,21
147.32.84.170,74.125.232.223,80.0,tcp,"66.W*W.W,W.W+W.W*W.W+W.",Normal-Stribrek,normal,23
147.32.84.170,74.125.39.125,5222.0,tcp,990i0i0i0,Normal-Stribrek,normal,9
147.32.84.170,74.125.79.104,80.0,tcp,"44,u,u+u,d,u,",Normal-Stribrek,normal,13
147.32.84.170,74.125.79.147,80.0,tcp,"44,u,u,u,u,u,d,u,u,u,",Normal-Stribrek,normal,21
147.32.84.170,74.125.79.99,80.0,tcp,"44,u,u,u,u,U,u,d,d,u,d,",Normal-Stribrek,normal,23
147.32.84.170,77.75.77.86,80.0,tcp,99+Z.,Normal-Stribrek,normal,5
147.32.84.170,77.75.77.9,80.0,tcp,"78,H,y,",Normal-Stribrek,normal,7
147.32.84.170,77.78.99.21,80.0,tcp,"85.X,v,V.v.X,v,Y.v.X.x.",Normal-Stribrek,normal,23
147.32.84.170,77.78.99.22,80.0,tcp,"75,V.V.",Normal-Stribrek,normal,7
147.32.84.170,77.78.99.23,80.0,tcp,"58.X.X.X,v,V.V.Y.V.v.",Normal-Stribrek,normal,21
147.32.84.170,80.239.149.32,80.0,tcp,"69,Z.Z.z.I.i.Z+Z.z.W,W.",Normal-Stribrek,normal,23
147.32.84.170,81.95.101.9,80.0,tcp,"99.z.z.Z.z.z.z.i.Z.Z.Z.Z,Z.Z.z.z.I.Z.W,W.Z,Z.Z.z.z.I.i.W,W.W.f.F.f.w.",Normal-Stribrek,normal,69
147.32.84.170,87.248.214.152,80.0,tcp,"66.W,",Normal-Stribrek,normal,5
147.32.84.170,91.189.89.212,443.0,tcp,88*y*y*h*h*h*h*h*h*h*y*y*h*h*h*y*y*,Normal-Stribrek,normal,35
147.32.84.170,91.189.89.213,443.0,tcp,88*h*h*Y*Y*h*h*h*h*y*y*y*y*h*h*h*h*h*,Normal-Stribrek,normal,37
147.32.84.170,91.189.89.59,443.0,tcp,88*h*y*h*h*h*h*h*y*y*h*h*y*y*h*h*h*h*h*,Normal-Stribrek,normal,39
147.32.84.170,91.189.89.60,443.0,tcp,88*h*h*h*h*h*y*y*y*h*y*h*h*h*y*y*h*,Normal-Stribrek,normal,35
147.32.84.170,95.100.248.99,80.0,tcp,99.Z.Y.Z.z.,Normal-Stribrek,normal,11
147.32.84.170,98.129.4.72,80.0,tcp,"99,z,y+Z.f.F.h.i.W,W.Y,z,y,W.Z.w.f.F.Y+Z.Y*Y.Y,Y,Y,Z*z*Z,",Normal-Stribrek,normal,57
147.32.84.25,82.208.56.89,123.0,udp,990i0I0I*,Normal-UDP-NTP-server,normal,9
147.32.84.5,82.208.56.89,123.0,udp,990i0i0z*,Normal-UDP-NTP-server,normal,9
147.32.84.8,82.208.56.89,123.0,udp,990i0i0I*,Normal-UDP-NTP-server,normal,9
147.32.86.96,82.208.56.89,123.0,udp,990i0z*z0,Normal-UDP-NTP-server,normal,9
147.32.87.212,82.208.56.89,123.0,udp,660f0f0,Normal-UDP-NTP-server,normal,7
147.32.87.214,82.208.56.89,123.0,udp,660f0f0,Normal-UDP-NTP-server,normal,7
147.32.87.36,147.32.80.13,123.0,udp,990i0i0e0,Normal-CVUT-WebServer,normal,9
147.32.87.36,147.32.80.9,53.0,udp,"41,R.R*u*R,R.R*u*R,R.R*u*R,R.R*u*R,R.U*U.U+U.R+U*R,R.R*u*R,R.R*u*R,R.U*U.U.U.R*U+U*R,R.",Normal-CVUT-WebServer,normal,87
147.32.84.134,147.32.192.34,993.0,tcp,99.Z0,Normal-Jist,normal,5
147.32.84.134,147.32.3.88,80.0,tcp,88.Y.y.X.Y.y.Y.Y.,Normal-Jist,normal,17
147.32.84.134,147.32.80.9,53.0,udp,"11.R.R.d.R,R.R.V.u.r.R.D.U.U.R.R.D.U.r.R.d.V.u.R,R.d.W,U.R.R.D.R,U.R.V.S.u.R.E.R.R.A.R.r.R.r.R.R.R.R.r.R,V.U.A.R.R.U.R.r.R.V.S.R.R.D.R.U.R.R.u.R.R.U.R.U.V.R.U.U.u.U.R.R.W.U.U.U.U.R.U.R.U.U.U.S.s.b.f.d.U,U.U.U.R+R.R.R.U.R.R.r.r.R.R.D.R.U.r.A.D.U.U.r.u.U.r.f.D.A.u.u.r.u.u.r.R.R.u.u.u.u.S.R.s.R.U.s.R.S.R.U.s.S.U.V.u.r.R.a.R.W.U.U.R.S.B.r.R.U.r.v.R.U.R.U.r.u.R,R.R.R.R.R.R.U.r.R.A.R.u.A.u.A.A.r.r.D.D.D.U.U.S,S.b.b.d.R,U.R+R.r.R.D.S.v.s.u.R,R.u.R.R.A.U.U.U.U.R.R.F.U.U.u.U.R.R.U.U.u.R.R.A.u.u.D.R.U.R,R.A.R.R.U.U.U.s.u.s.u.D.U.u.U.u.V.u.U.r.R.R.u.r.u.R+R.R.d.R.R.D.R,U.R.U.R.R.A.U.R.u.U.u.U.R.R.U.U.U.r.R.u.R.U.U.R.U.w.u.r.R.r.R.R.A.R.R.R.U.R.U.r.u.R.D.R.R.u.r.r.R.r.u.R.R.U.U.R.R.U.a.U.U.R.R.R.R.R.R.R.R.R.D.R.U.U.u.U.U.U.U.R.U.D.d.S,R.U.R,U.r.u.U.r.U.R.R.u.U.U.R.U.r.R.u.A.r.u.r.u.R.U.R.R.D.U.U.R.U.R.U.R.U.s.r.R.U.B.V.u.U.U.U.U.U.R.R.D.R,R.D.S+S.b.b.d.R,R.A.R.R.r.R.U.R.R.R.R.A.A.A.d.R.R.D.R.R.R.R.r.R.A.r.R.R.d.r.r.R.R.R.R.R.r.R.r.R.R.R.R.R.r.R.R.R.R.r.R.R.R.R.R.r.r.R.r.R.R.r.R.A.R.r.r.A.r.u.R.r.R.R.D.R.R.R,R.A.R.R.R.R.R.r.R.r.r.r.r.R.R.R.R.r.R.R.r.r.r.A.S.r.S.R.R.r.R.R.R.R.u.U.R+R.u.R.R.R.R.u.R.U.U.U.U.u.R+R.D.U.R.R.r.R.R.R.U.U.u.U.U+U.U.U.R,R.a.U.R.R.R+R.S.u.r.U.U*U.U.U.U*U.U.U.U*U.U.U.U*U.U.U.",Normal-Jist,normal,1203
147.32.84.134,194.79.52.194,80.0,tcp,78.y.,Normal-Jist,normal,5
147.32.84.134,194.79.52.196,80.0,tcp,99.Z.Z.Z.,Normal-Jist,normal,9
147.32.84.134,194.79.52.199,80.0,tcp,"99.Z.I.Z.z.z.z.Z,Z.Z.I.Z.",Normal-Jist,normal,25
147.32.84.134,194.79.54.24,80.0,tcp,77.X.,Normal-Jist,normal,5
147.32.84.134,194.79.54.61,80.0,tcp,"88.X.X.x.x.x.X.x.X.X.X.X,X.G.X.X.X.X.G.X.X.x.",Normal-Jist,normal,45
147.32.84.134,195.113.232.73,80.0,tcp,99.Z.Z.,Normal-Jist,normal,7
147.32.84.134,195.113.232.82,80.0,tcp,99.Z.Z.Z.Z.,Normal-Jist,normal,11
147.32.84.134,195.113.232.88,80.0,tcp,96.W.Z*,Normal-Jist,normal,7
147.32.84.134,195.113.232.89,80.0,tcp,"96.w.f.W.W.Z,Z.Z.W.w.",Normal-Jist,normal,21
147.32.84.134,199.7.48.72,80.0,tcp,88*Y.Y*Y.,Normal-Jist,normal,9
147.32.84.134,2.20.182.16,80.0,tcp,99.z.Z.Z.z.,Normal-Jist,normal,11
147.32.84.134,2.21.101.115,80.0,tcp,"96,W.",Normal-Jist,normal,5
147.32.84.134,2.21.108.20,80.0,tcp,"96.Z,",Normal-Jist,normal,5
147.32.84.134,2.21.92.124,80.0,tcp,"88.z.w.W.G.W.W.W.W,Z.W.w.",Normal-Jist,normal,25
147.32.84.134,2.21.98.110,443.0,tcp,99.Z.Z.I.Z.,Normal-Jist,normal,11
147.32.84.134,209.85.148.147,80.0,tcp,96.Z.z.z.,Normal-Jist,normal,9
147.32.84.134,62.168.44.117,80.0,tcp,"88.x.Y,X.",Normal-Jist,normal,9
147.32.84.134,63.245.209.92,443.0,tcp,88*Y.H.y.y.,Normal-Jist,normal,11
147.32.84.134,64.215.254.120,80.0,tcp,"86,W.w.",Normal-Jist,normal,7
147.32.84.134,66.220.151.91,443.0,tcp,99.I.,Normal-Jist,normal,5
147.32.84.134,66.220.158.18,443.0,tcp,99.Z.z.z.Z.,Normal-Jist,normal,11
147.32.84.134,66.220.158.18,80.0,tcp,99.Z.z.,Normal-Jist,normal,7
147.32.84.134,69.171.242.12,80.0,tcp,96.F.,Normal-Jist,normal,5
147.32.84.134,69.63.189.11,80.0,tcp,66.Z.,Normal-Jist,normal,5
147.32.84.134,74.125.232.193,80.0,tcp,99*I*,Normal-Jist,normal,5
147.32.84.134,74.125.232.205,80.0,tcp,99*I*,Normal-Jist,normal,5
147.32.84.134,74.125.232.207,443.0,tcp,99*Z.,Normal-Jist,normal,5
147.32.84.134,74.125.232.209,80.0,tcp,99.z.z.I.I.Z.Z.I.I.Z.z.,Normal-Jist,normal,23
147.32.84.134,74.125.232.210,80.0,tcp,99.Z.Z.z.i.,Normal-Jist,normal,11
147.32.84.134,74.125.232.211,80.0,tcp,99.z.Z.z.Z.,Normal-Jist,normal,11
147.32.84.134,74.125.232.216,443.0,tcp,99.Z.Z.Z0,Normal-Jist,normal,9
147.32.84.134,74.125.43.16,993.0,tcp,99+Z*,Normal-Jist,normal,5
147.32.84.134,77.75.77.9,80.0,tcp,88.Y.,Normal-Jist,normal,5
147.32.84.134,77.78.99.21,80.0,tcp,"87.X.X*X,X,G.",Normal-Jist,normal,13
147.32.84.134,77.78.99.22,80.0,tcp,"77,X.X.X+X.x.",Normal-Jist,normal,13
147.32.84.134,77.78.99.23,80.0,tcp,"77,X.G.",Normal-Jist,normal,7
147.32.84.134,77.93.218.150,80.0,tcp,66.Y.y.Y.y.y.z.Z.,Normal-Jist,normal,17
147.32.84.134,80.239.149.19,443.0,tcp,99.Z.z.I.i.,Normal-Jist,normal,11
147.32.84.134,81.95.101.9,80.0,tcp,"99.Z.Z.I.Z.I.Z.I.z.z.Z.Z,Z.Z.z.I.i.Z.",Normal-Jist,normal,37
147.32.84.134,92.123.64.171,443.0,tcp,99.z.i.i.Z.,Normal-Jist,normal,11
147.32.84.137,82.208.56.89,123.0,udp,660f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0,Normal-UDP-NTP-server,normal,117
147.32.84.15,82.208.56.89,123.0,udp,990i0i0i0f0z*z0i0i0i0i0i0i0i0i0f0z*z0i0i0i0i0i0i0i0f0z*i*z0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0f0z*z0i0i0i0f0z*z0i0i0i0i0i0f0,Normal-UDP-NTP-server,normal,135
147.32.84.164,109.71.160.200,80.0,tcp,88.X.,Normal-Grill,normal,5
147.32.84.164,109.71.160.201,80.0,tcp,99.Z.Z.Z.z.Z.Z.Z.Z.Z.z.Z.Z.z.I.z.z.z.z.z.w.I.F.Z.Z.,Normal-Grill,normal,51
147.32.84.164,137.254.16.69,80.0,tcp,88000000000000000000000000h00000000000000000000000,Normal-Grill,normal,50
147.32.84.164,138.108.7.20,80.0,tcp,"95.W*Z.Z,W.V.",Normal-Grill,normal,13
147.32.84.164,147.32.3.41,443.0,tcp,"87.X.x.X.X.Y.y.Y.X.X.X.g.Y.y,Z.y.Z.",Normal-Grill,normal,35
